zoning_summary,count,total_sqft
R2-M-TR-HS,7,72182.56901800183
R2-M-TR-PS,15,274762.224860345
R2-M-TR-PS-HS,2,472155.36658732535
R2-M-UM,9,139815.66573132062
R2-M-UM-LS-PS,14,1471779.7303024037
R2-M-UM-PS,43,410354.46286278655
R2-VH,271,828669.281374234
R2-VH-HD,2,138240.40471482323
R2-VH-IZ,622,2211074.6201582695
R2-VH-IZ-LS,4,12472.760652134119
R2-VH-IZ-LS-PS,12,67171.43630061114
R2-VH-IZ-PS,44,176540.2372284746
R2-VH-PS,14,447948.2335606437
R3-L,189,1796216.8162681637
R3-L-PS,4,36637.28988769915
R3-M,289,2337773.7937354534
R3-M-BC-PS,1,5564.194868755175
R3-M-BC-TR,4,41656.81280233312
R3-M-BC-TR-PS,2,17749.002583188707
R3-M-HS,1,201108.7848338134
R3-M-IZ,187,1686542.630369429
R3-M-IZ-BC,3,130229.7794921239
R3-M-IZ-BC-PS,4,29070.946461095307
R3-M-IZ-HR-PR-HO-TR,1,4880.234538401839
R3-M-IZ-HR-PR-HO-TR-PS,3,25597.84640572801
R3-M-IZ-PS,51,648773.8200008856
R3-M-IZ-TR,12,165715.37144492628
R3-M-IZ-TR-PS,29,229279.37653905049
R3-M-PR,2,179369.27495805043
R3-M-PS,62,794972.2768458247
R3-M-PS-HS,19,299674.687724084
R3-M-TR,114,1075709.4448948016
R3-M-TR-PS,23,211659.87746241258
RIV-GI-FP-PR-HO,8,154867.6183946719
RIV-GI-FP-PR-HO-LS-PS,1,302656.14615130087
RIV-GI-FP-PR-HO-LS-RR-PS,2,1187388.0129549936
RIV-GI-FP-PR-HO-LS-RR-PS-HD,1,5023865.88163913
RIV-GI-FP-PR-HO-LS-RR-SR-PS,1,3412860.5171355973
RIV-GI-FP-PR-HO-PS,10,2156925.70869073
RIV-GI-FP-PR-HO-RR,5,2424604.7392954607
RIV-GI-FP-PR-HO-RR-PS,37,25772609.211506616
RIV-GI-IZ-FP-PR-HO-LS-RR-PS,1,916462.3257230029
RIV-GI-IZ-FP-PR-HO-RR-PS,11,5795708.543181391
RIV-GI-IZ-PR-HO,4,70176.82702285805
RIV-GI-IZ-PR-HO-PS,2,1088980.4175707407
RIV-GI-PR-HO,64,2199497.4387974944
RIV-GI-PR-HO-LS-PS,5,270697.2437070816
RIV-GI-PR-HO-PS,9,3435351.572476837
RIV-GI-PR-HO-RR,1,245356.63886960185
RIV-GI-PR-HO-RR-PS,2,843105.2624455427
RIV-IMU-FP-PR-HO,41,2621959.4451556946
RIV-IMU-FP-PR-HO-LS-RR-PS,6,3247591.234299088
RIV-IMU-FP-PR-HO-LS-TR-SR-PS-HS,1,1587844.8418456563
RIV-IMU-FP-PR-HO-PS,24,1993142.3052984332
RIV-IMU-FP-PR-HO-RR,37,3226898.583480589
RIV-IMU-FP-PR-HO-RR-PS,61,14365162.70859683
RIV-IMU-FP-PR-HO-RR-SR-PS,1,718185.219889398
RIV-IMU-FP-PR-HO-SR,1,18715.658584154648
RIV-IMU-FP-PR-HO-TR,5,172114.53155697143
RIV-IMU-FP-PR-HO-TR-PS,1,14383.509827991395
RIV-IMU-FP-PR-HO-TR-RR,5,607404.2201140347
RIV-IMU-FP-PR-HO-TR-RR-PS,15,1366182.356087937
RIV-IMU-IZ-FP-PR-HO,30,4431946.807013545
RIV-IMU-IZ-FP-PR-HO-LS-RR-PS,1,916462.3257230029
RIV-IMU-IZ-FP-PR-HO-PS,1,124259.37974877834
RIV-IMU-IZ-FP-PR-HO-RR,2,484919.6642194751
RIV-IMU-IZ-FP-PR-HO-RR-PS,18,6384470.093899041
RIV-IMU-IZ-PR-HO,136,4429275.4659307
RIV-IMU-IZ-PR-HO-PS,2,531997.9539892061
RIV-IMU-IZ-PR-HO-TR,17,254554.2798235929
RIV-IMU-IZ-PR-HO-TR-PS,1,19559.69816180593
RIV-IMU-NP-PR-HO,1,27417.143094891526
RIV-IMU-NP-PR-HO-PS-HD,2,44749.031465939006
RIV-IMU-PR,3,793826.8234368247
RIV-IMU-PR-HO,566,7783308.418348381
RIV-IMU-PR-HO-LS-PS,1,283215.7760495987
RIV-IMU-PR-HO-LS-TR-PS,2,71682.56692212695
RIV-IMU-PR-HO-LS-TR-PS-HS,1,32246.26501864177
RIV-IMU-PR-HO-PS,27,3330494.8645907305
RIV-IMU-PR-HO-RR,11,2029470.7293245124
RIV-IMU-PR-HO-RR-PS,3,783613.63654616
RIV-IMU-PR-HO-SR-PS,1,5699.19426756008
RIV-IMU-PR-HO-TR,120,1347585.6139368527
RIV-IMU-PR-HO-TR-PS,15,370686.85506823065
RIV-IMU-PR-HO-TR-RR-PS,1,741964.9078352791
RIV-IMU-PR-PS,2,77981.56189645079
RIV-MU-FP-PR-HO,20,402956.22135593183
RIV-MU-FP-PR-HO-LS-RR-PS,7,2513939.3133414364
RIV-MU-FP-PR-HO-LS-RR-PS-HS,1,27358873.271680683
RIV-MU-FP-PR-HO-LS-TR-SR-PS-HS,1,1587844.8418456563
RIV-MU-FP-PR-HO-PS,19,525492.5959815836
RIV-MU-FP-PR-HO-RR,4,124801.81627246615
RIV-MU-FP-PR-HO-RR-PS,26,3954928.175178613
RIV-MU-FP-PR-HO-RR-SR-PS,3,2963972.9245086694
RIV-MU-FP-PR-HO-SR,2,791071.0094520516
RIV-MU-FP-PR-HO-SR-PS,1,307756.61897630204
RIV-MU-IZ-FP-PR-HO-LS-RR-PS,1,916462.3257230029
RIV-MU-IZ-FP-PR-HO-RR-PS,1,229218.75495240092
RIV-MU-IZ-PR-HO,152,1398581.4145167177
RIV-MU-IZ-PR-HO-PS,3,422426.0009696991
RIV-MU-PR-HO,172,3482880.104141655
RIV-MU-PR-HO-HD,57,396299.61082271603
RIV-MU-PR-HO-HS,2,31750.077498191604
RIV-MU-PR-HO-LS,1,1470.9513691204277
RIV-MU-PR-HO-LS-PS,29,3350277.1553091174
RIV-MU-PR-HO-LS-RR-PS,42,383201.2537109453
RIV-MU-PR-HO-LS-TR-PS,1,26097.335191041497
RIV-MU-PR-HO-LS-TR-RR-PS,1,315101.20448208036
RIV-MU-PR-HO-PS,86,984134.5823202106
RIV-MU-PR-HO-RR-PS,2,359862.8558696792
RIV-MU-PR-HO-SR-PS,1,5699.19426756008
RIV-MU-PR-HO-TR,4,174286.0091261797
RIV-MU-PR-HO-TR-PS,3,141989.72332362697
RIV-MU-PR-HO-TR-RR,3,337064.49154159235
RIV-MU-UM-PR-HO-LS-PS,1,481917.3739738231
RIV-NS-FP-NP-PR-HO-TR-PS-HD,1,817657.8722083376
RIV-NS-FP-PR-HO,102,468981.52492363803
RIV-NS-FP-PR-HO-HS,1,8462.488926304522
RIV-NS-FP-PR-HO-PS,10,215652.01597375877
RIV-NS-FP-PR-HO-RR,19,1028912.7836483814
RIV-NS-FP-PR-HO-RR-PS,16,1585460.5256789057
RIV-NS-FP-PR-HO-TR,28,1818885.711414266
RIV-NS-FP-PR-HO-TR-PS,8,1168560.6106268903
RIV-NS-FP-PR-HO-TR-RR-PS,7,3624049.3536807355
RIV-NS-NP-PR-HO,5,62223.47903821042
RIV-NS-NP-PR-HO-TR-PS,1,136548.4280549943
RIV-NS-NP-PR-HO-TR-PS-HD,1,4204769.150536856
RIV-NS-PR-HO,77,799194.2963986027
RIV-NS-PR-HO-PS,3,710239.0675425142
RIV-NS-PR-HO-TR,32,2240948.1915110275
RIV-NS-PR-HO-TR-PS,8,32367.988661321382
RIV-RM-FP-PR-HO,37,171573.1658664399
RIV-RM-FP-PR-HO-PS,6,30787.16202723566
RIV-RM-FP-PR-HO-RR,61,524869.9460420789
RIV-RM-FP-PR-HO-RR-PS,29,971500.6372471475
RIV-RM-PR-HO,325,1016249.2694628222
RIV-RM-PR-HO-LS-PS,1,3134924.669674102
RIV-RM-PR-HO-PS,21,103975.28710859959
RIV-RM-PR-HO-RR,1,7341.971325178023
RM-H,377,1475248.1331499773
RM-H-BC-PS,1,23665.531342742615
RM-H-BC-TR,8,38743.36613172097
RM-H-BC-TR-PS,16,225566.50198127693
RM-H-BC-TR-PS-HD,1,317205.14891942206
RM-H-IZ-LS-BC-PS,1,100399.09317881477
RM-H-IZ-PR-HO-TR-PS,1,55888.58895902568
RM-H-IZ-TR,3,23060.227259454205
RM-H-LS,7,62219.2695678527
RM-H-LS-BC-PS,3,183841.36701127634
RM-H-LS-PS,20,1177343.9044857114
RM-H-PR,7,8923.696625650115
RM-H-PR-LS-BC-TR-PS,1,519894.4967410597
RM-H-PR-LS-PS,3,1363555.861886749
RM-H-PR-PS,2,15897.859359975384
RM-H-PS,95,1029288.8826882065
RM-H-TR,156,1463617.542847035
RM-H-TR-HS,2,173260.2576415758
RM-H-TR-PS,6,325148.2529528811
RM-H-UM,113,61031.2266484967
RM-H-UM-PS,51,670835.805564591
RM-M,4380,25883710.254695825
RM-M-BC,18,384040.12023723125
RM-M-BC-PS,4,183347.9489164619
RM-M-BC-TR-PS-HD,1,317205.14891942206
RM-M-FP-NP-LS-TR-PS,3,83369.66600384304
RM-M-FP-NP-PR-HO-TR-PS-HD,1,817657.8722083376
RM-M-FP-PR-HO-LS-RR-PS,1,1060596.6868890868
RM-M-FP-UM-LS-PS,1,1191598.8992047138
RM-M-FP-UM-PR-LS-SR-PS-HD,1,34010633.512487605
RM-M-HD,2,16068.508811982358
RM-M-HS,22,513932.82494947006
RM-M-IZ,83,946194.0885339596
RM-M-IZ-LS-PS,1,22679326.561634157
RM-M-IZ-LS-TR,7,27610.726154221476
RM-M-IZ-LS-TR-PS,27,185912.85550266097
RM-M-IZ-PR-LS-PS,1,571550.3262724518
RM-M-IZ-PS,14,841104.6266692545
RM-M-LS,58,457235.8278975496
RM-M-LS-BC-PS,5,195536.61771134814
RM-M-LS-PS,420,13200438.016879288
RM-M-LS-PS-HS,1,631594.6545250503
RM-M-LS-TR-PS,8,271130.0944894076
RM-M-LS-TR-PS-HS,1,270024.9901524814
RM-M-NP,54,488542.2867951838
RM-M-NP-HD,190,1157957.449491711
RM-M-NP-LS-PS,1,292143.1422216302
RM-M-NP-LS-TR-PS,5,876433.2152104394
RM-M-NP-PR-HO-TR-PS,1,136548.4280549943
RM-M-NP-PS-HD,7,129356.29036203341
RM-M-NP-TR,5,72509.77204358768
RM-M-NP-TR-HD,12,195788.3109106423
RM-M-NP-TR-HD-HS,1,8511.833486656831
RM-M-NP-TR-PS,2,127158.15146846548
RM-M-PR,30,771435.8988379526
RM-M-PR-BC-TR-PS,3,455264.04134146316
RM-M-PR-LS-BC-TR-PS,1,519894.4967410597
RM-M-PR-LS-PS,6,629653.300455881
RM-M-PR-PS,40,4166785.5987566514
RM-M-PR-PS-HD,2,96124.727268092
RM-M-PR-PS-HS,1,63895.51815561235
RM-M-PR-TR,4,334332.63341102604
RM-M-PR-TR-PS,1,130286.63322397573
RM-M-PS,2690,28069583.644323125
RM-M-PS-HD,6,540576.2684215098
RM-M-PS-HS,20,2213419.857042233
RM-M-TR,514,3665932.06838982
RM-M-TR-HD,1,47303.25901644891
RM-M-TR-HS,11,138128.54891597456
RM-M-TR-PS,23,374654.4947801255
RM-M-TR-PS-HS,1,89828.23511205937
RM-M-UM,633,2656506.2554354086
RM-M-UM-LS-PS,49,26634352.27619484
RM-M-UM-LS-TR-PS,6,3292667.5370358666
RM-M-UM-PR,2,85924.01442697374
RM-M-UM-PR-LS-PS,4,691422.0142196878
RM-M-UM-PR-PS,7,1460453.5592138474
RM-M-UM-PR-TR,1,7223.937434028741
RM-M-UM-PS,925,15621746.656919127
RM-M-UM-SR-PS,4,4003215.826748073
RM-M-UM-TR,1,4397.302862137721
RM-M-UM-TR-PS,21,9917537.051562954
RM-VH,5,88918.15476653505
RM-VH-BC-TR,7,289826.6403157558
RM-VH-BC-TR-PS,4,256235.93182198316
RM-VH-LS-PS,1,29490.200114136733
RM-VH-PS,3,218669.43792762936
RM-VH-UM-LS-PS,6,868175.9134693844
RM-VH-UM-PS,5,156576.38431052398
RM-VL-UM,2,89973.10389994073
RM-VL-UM-PS,10,1308658.6201309254
RP-FP-PR-LS-RR-PS-HD,1,1656040.3630040418
RP-FP-PR-LS-SR-PS,1,490737.774721325
RP-FP-PR-LS-SR-PS-HD,4,4367534.485144901
RP-FP-PR-RR-SR-PS-HD,1,277933.3435401783
RP-FP-PR-SR-PS,4,10223.772300547089
RP-FP-PR-SR-PS-HD,1,117284.02096405362
RP-FP-UM-PR-LS-SR-PS-HD,1,34010633.512487605
RP-IZ-PR-HO-LS-TR-PS,1,1868395.0031623405
RP-IZ-PR-LS-PS,2,1837086.0129237904
RP-IZ-PR-LS-TR-PS,1,248803.21942248178
RP-IZ-PR-TR-PS,1,3989.6658644622785
RP-IZ-UM-PR-LS-TR-PS,1,593590.7230907939
RP-IZ-UM-PR-PS,2,228733.79261423595
RP-IZ-UM-PR-TR-PS,1,165008.1576238814
RP-PR,502,5177809.488351034
RP-PR-LS,115,800815.4075079247
RP-PR-LS-PS,161,36379567.95032235
RP-PR-LS-PS-HD,6,5459740.135615002
RP-PR-LS-SR-PS,2,5954.419862502184
RP-PR-LS-SR-PS-HD,1,203314.84827108015
RP-PR-LS-TR,2,11522.838766578623
RP-PR-LS-TR-PS,40,3302997.333696778
RP-PR-PS,337,13192276.12058011
RP-PR-PS-HD,6,1391125.3194160694
RP-PR-PS-HS,3,139831.77243693348
RP-PR-TR,219,2417643.6944319922
RP-PR-TR-PS,28,1215133.202598308
RP-UM-PR,257,1090795.5628605837
RP-UM-PR-LS-PS,18,16382234.871278329
RP-UM-PR-LS-SR-PS,1,1107274.6133938988
RP-UM-PR-LS-TR-PS,3,953595.9087727759
RP-UM-PR-PS,210,18159416.15308637
RP-UM-PR-PS-HS,4,1299908.2592988412
RP-UM-PR-TR,6,139700.28400796495
RP-UM-PR-TR-PS,30,641828.131106579
SP-1-FP-PR-RR-PS,2,455065.2924198907
SP-1-IZ-FP-PR-HO-RR-PS,2,883359.6777345829
SP-1-IZ-FP-PR-PS,1,32393.567576310226
SP-1-IZ-FP-PR-RR,1,73211.58570048232
SP-1-IZ-FP-PR-RR-PS,16,1238295.4955541876
SP-1-IZ-FP-PR-TR,1,182641.9395687946
SP-1-IZ-PR,15,683099.509928686
SP-1-IZ-PR-PS,2,135539.4100743047
SP-1-IZ-PR-RR-PS,5,269962.6956505073
SP-1-IZ-PR-TR,4,362934.4667140896
SP-10-FP-PR-HO-RR-PS,2,1706532.4269049033
SP-10-FP-PR-RR-PS,6,1963355.6682912346
SP-10-PR,10,2530724.445374324
SP-10-PR-HO-PS,1,2884533.3773328047
SP-10-PR-HO-RR-PS,1,780311.9235927167
SP-10-PR-PS,15,5438292.92176017
SP-10-PR-RR-PS,1,428873.21923038864
SP-11-PR-PS,3,451115.5440166753
SP-11-PR-TR,9,203813.32345161773
SP-11-PR-TR-PS,28,2596041.5660439776
SP-4-FP-PR-HO-TR-RR,2,490637.26155600057
SP-4-FP-PR-HO-TR-RR-PS,6,754255.5164565707
SP-4-FP-PR-TR,2,85112.15821779071
SP-4-FP-PR-TR-RR,3,296298.5645675147
SP-4-FP-PR-TR-RR-PS,6,1315200.5404408034
SP-4-FP-PR-TR-RR-PS-HS,1,306743.9314241624
SP-4-PR-HO-TR-RR-PS,1,741964.9078352791
SP-4-PR-RR,1,312229.250610455
SP-4-PR-TR,7,763946.2839512161
SP-4-PR-TR-HS,1,60039.46743046788
SP-4-PR-TR-RR-PS,2,373695.5374017789
SP-5-FP-PR,3,51951.857810424
SP-5-FP-PR-HO-PS,1,27542.8569528756
SP-5-FP-PR-HO-RR,1,38963.0513142738
SP-5-FP-PR-HO-RR-PS,1,113018.49458973801
SP-5-FP-PR-HO-RR-SR-PS,1,718185.219889398
SP-5-FP-PR-PS,8,1190272.4463601054
SP-5-FP-PR-RR,3,365896.1636857521
SP-5-FP-PR-RR-PS,6,2310219.582079231
SP-5-PR,36,2013050.5466552612
SP-5-PR-HD,5,239025.5963394957
SP-5-PR-PS,7,264085.32764822396
SP-5-PR-PS-HD,1,484038.3714872808
SP-5-PR-RR,11,667622.59159268
SP-5-PR-RR-PS,1,62088.444222035374
SP-8-FP-PR,56,969816.4632322371
SP-8-FP-PR-RR,6,829713.691917808
SP-8-FP-PR-RR-PS,8,563967.854606572
SP-8-FP-PR-TR-RR-PS,1,197361.3225832319
SP-8-PR,1,17366.806097026572
SP-8-PR-RR-PS,1,19427.686749746423
SP-9-PR,52,1699563.728479722
SP-9-PR-PS,11,1227656.529688695
SP-9-PR-PS-HD,2,96124.727268092
SP-9-PR-TR,17,203098.52125631587
UC-E-IZ-HO-LS-BC,1,48632.339731251835
UC-E-IZ-HO-LS-BC-PS,8,665122.9097976306
UC-E-IZ-HR-PR-HO-TR,1,4880.234538401839
UC-E-IZ-HR-PR-HO-TR-PS,3,25597.84640572801
UC-E-IZ-PR-HO-LS-TR-PS,26,2194912.1042978177
UC-E-IZ-PR-HO-TR,170,1899387.4774481875
UC-E-IZ-PR-HO-TR-PS,20,666314.4083393076
UC-E-IZ-PR-HO-TR-PS-HS,2,28677.436567188874
UC-MU-IZ-HO,55,544616.2601110326
UC-MU-IZ-HO-BC,80,800403.2430282884
UC-MU-IZ-HO-BC-PS,60,587818.8249629303
UC-MU-IZ-HO-BC-PS-HS,1,58165.21885544261
UC-MU-IZ-HO-LS-BC-PS,24,424462.23256036907
UC-MU-IZ-HO-LS-PS,15,131198.618018342
UC-MU-IZ-HO-PS,11,115048.52865584279
UC-MU-IZ-HO-PS-HS,1,95590.80078939801
UC-MU-IZ-HO-TR,664,2598050.252233879
UC-MU-IZ-HO-TR-HD,5,347407.8094237074
UC-MU-IZ-HO-TR-HS,2,96377.3470094989
UC-MU-IZ-HO-TR-PS,27,226386.65394493076
UC-MU-IZ-HO-TR-PS-HD,2,693780.7778202572
UC-MU-IZ-HR-PR-HO,10,45604.21226281959
UC-MU-IZ-HR-PR-HO-LS-PS,1,95994.552969972
UC-MU-IZ-HR-PR-HO-LS-TR-PS,1,309265.42797873396
UC-MU-IZ-HR-PR-HO-PS,10,74376.6579178627
UC-MU-IZ-HR-PR-HO-TR,27,178936.48572787608
UC-MU-IZ-HR-PR-HO-TR-PS,12,121088.16832175573
UC-MU-IZ-LS-PS,2,179996.9792276925
UC-MU-IZ-PR-HO,64,345910.2141707009
UC-MU-IZ-PR-HO-BC,3,127139.5716702169
UC-MU-IZ-PR-HO-LS-PS,2,222678.5213513733
UC-MU-IZ-PR-HO-PS,55,255399.61669196116
UC-MU-IZ-PR-HO-TR,25,228455.34571766466
UC-MU-IZ-PR-HO-TR-PS,8,189398.02857089217
UI,765,13575981.233825054
UI-FP,113,2107946.6370077366
UI-FP-LS,8,108896.6089242898
UI-FP-LS-PS,59,3377212.185877869
UI-FP-LS-PS-HS,2,271156.0871619024
UI-FP-LS-RR-PS,4,1308467.3197726207
UI-FP-LS-SR,1,972.9629134255272
UI-FP-LS-SR-PS,15,5462276.470932276
UI-FP-LS-TR-PS,1,71411.92972247314
UI-FP-LS-TR-SR-PS,5,3561592.902446567
UI-FP-NP-PR-HO-TR-PS-HD,1,817657.8722083376
UI-FP-PR,5,200821.8794993626
UI-FP-PR-HO,2,36381.347974748205
UI-FP-PR-HO-LS-RR-PS,1,1060596.6868890868
UI-FP-PR-HO-LS-RR-PS-HD,1,5023865.88163913
UI-FP-PR-HO-LS-TR-SR-PS-HS,1,1587844.8418456563
UI-FP-PR-LS-RR-PS-HD,1,1656040.3630040418
UI-FP-PR-LS-SR-PS,1,490737.774721325
UI-FP-PR-RR-SR-PS-HD,1,277933.3435401783
UI-FP-PS,41,3370240.702691584
UI-FP-RR-PS,1,34609.72397548803
UI-FP-RR-PS-HD,1,123366.26833527717
UI-FP-SR,43,1944305.4081319566
UI-FP-SR-PS,54,12945631.739807788
UI-FP-TR,1,10599.35234073115
UI-FP-TR-PS,4,284717.91120751307
UI-FP-TR-SR,1,7334.265173376148
UI-FP-TR-SR-PS,14,2785783.3511520405
UI-FP-UM-LS-SR-PS,2,2295281.9592231163
UI-FP-UM-LS-TR-SR-PS,2,4687281.510917386
UI-FP-UM-SR-PS,5,260840.9893114253
UI-HS,3,31422.56533285566
UI-IZ,66,740520.9610551684
UI-IZ-BC-PS,1,16888.66369425422
UI-IZ-FP-LS-TR-PS,1,585171.7279150239
UI-IZ-LS,4,13072.360264412548
UI-IZ-LS-BC-PS,5,1553203.3266657214
UI-IZ-LS-PS,68,1226140.365364463
UI-IZ-LS-TR-PS,12,1687368.9105494784
UI-IZ-PR-HO-PS,1,39087.563119460654
UI-IZ-PS,21,757674.8316018814
UI-IZ-TR,47,634401.3444255423
UI-IZ-TR-HS,2,9734.085201570444
UI-IZ-TR-PS,31,2109823.5810916377
UI-IZ-TR-PS-HS,4,437660.83788699465
UI-LS,15,1188249.040607957
UI-LS-PS,329,25666284.02849552
UI-LS-PS-HS,9,32439030.0525238
UI-LS-SR-PS,8,758415.7168389474
UI-LS-TR,2,14942.764886504781
UI-LS-TR-PS,71,6957354.30364078
UI-NP,49,1227836.8874343138
UI-NP-HD,16,256639.85911822566
UI-NP-PR-HO,1,27417.143094891526
UI-NP-PR-HO-PS-HD,2,44749.031465939006
UI-NP-PS,19,4130042.4541103244
UI-NP-TR,8,374833.80878910393
UI-PR,5,252797.7938652288
UI-PR-HO,12,220589.2498227859
UI-PR-HO-HD,2,79544.07440213751
UI-PR-HO-LS-PS,1,3134924.669674102
UI-PR-HO-PS,4,58002.83578142275
UI-PR-LS-TR-PS,2,2944212.5335562825
UI-PR-PS,15,5796217.885750137
UI-PR-TR,1,246855.40206268238
UI-PR-TR-PS,7,1493650.1187045195
UI-PS,225,19893225.870172497
UI-SR,3,625081.7599540041
UI-SR-PS,11,2016976.6647047747
UI-TR,55,1057945.498267768
UI-TR-PS,80,6232476.640881011
UI-TR-PS-HS,2,5099.7561484213165
UI-TR-SR-PS,1,987380.369741576
UI-UM,7,591569.2258443556
UI-UM-LS-PS,18,4784209.300399202
UI-UM-LS-TR-PS,3,3243536.5091164066
UI-UM-PR-LS-TR-PS-HS,1,110132.46446617658
UI-UM-PS,46,1188336.0700455627
UNC,7,1095463.6202809366
UNC-BC,8,241762.95523728008
UNC-BC-TR,174,2237407.9302056716
UNC-BC-TR-PS,15,724629.6305607895
UNC-FP-NP-PR-HO-TR-PS-HD,1,817657.8722083376
UNC-FP-NP-PS,1,6629.039246286475
UNC-FP-PR-HO,1,25949.14332949883
UNC-FP-PR-HO-RR-PS,1,5631234.432525643
UNC-FP-PS,1,2430.7806020838684
UNC-IZ,3,22313.884697865018
UNC-IZ-BC,51,1241982.51687682
UNC-IZ-BC-PS,11,365953.3598811684
UNC-IZ-BC-TR,7,216358.105395135
UNC-IZ-BC-TR-PS,2,87195.5580853818
UNC-IZ-LS,2,5534.7578480146585
UNC-IZ-LS-BC,1,10212.287401718739
UNC-IZ-LS-BC-PS,20,2140338.7641713964
UNC-IZ-LS-PS,15,146779.25866088478
UNC-IZ-TR,1,14386.635215353203
UNC-LS-BC-PS,14,462498.9065254847
UNC-LS-BC-TR-PS,1,770727.9913937873
UNC-NP,6,256911.38472498892
UNC-NP-HD,1,14342.934446905476
UNC-NP-PR,13,658491.9259190526
UNC-NP-PR-HD,2,292616.2538884937
UNC-NP-PR-HO-TR-PS,1,136548.4280549943
UNC-NP-PR-HO-TR-PS-HD,1,4204769.150536856
UNC-NP-PR-HS,3,196958.7486818157
UNC-NP-PR-TR-HD,2,372952.14431150386
UNC-NP-PR-TR-PS-HD,1,69621.11049282427
UNC-NP-TR,9,209666.77482695546
UNC-NP-TR-PS,14,1048898.9101353846
UNC-NP-TR-PS-HD,1,78316.70393495605
UNC-PR,28,1519697.6076879369
UNC-PR-BC,1,46005.75328460929
UNC-PR-BC-TR,110,1967439.7797652998
UNC-PR-BC-TR-PS,7,766495.1277549991
UNC-PR-HO,1,3485.0739392479218
UNC-PR-HO-TR-PS,4,21164.991316610256
UNC-PR-HS,5,283809.4324703656
UNC-PR-LS-BC-TR-PS,1,519894.4967410597
UNC-PR-PS,1,2064037.9664844219
UNC-PR-TR,5,2571046.593027519
UNC-PR-TR-PS,4,179691.01122076783
UNC-PS,4,1682793.8196965565
UNC-TR,13,354184.75505924155
UNC-TR-PS,2,107678.89842585562
UNC-UM,7,139467.33379798033
UNC-UM-PS,42,3586983.967453956
UPR-A-PR,173,1001053.6411068133
UPR-A-PR-PS,59,398393.54945904325
UPR-A-PR-TR,31,207108.9161706314
UPR-A-PR-TR-PS,4,855913.3649359249
UPR-B-IZ-PR-LS-PS,3,1379070.7882253765
UPR-B-IZ-PR-PS,1,16999.046631586993
UPR-B-PR,492,1994620.6956629597
UPR-B-PR-HS,6,121318.38014780435
UPR-B-PR-LS,7,25206.97586863641
UPR-B-PR-LS-PS,104,656734.0451486254
UPR-B-PR-PS,30,284946.59083779255
